ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_start,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q1,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q4,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q1,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q1,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q4
71,3,SAC,5,,9,,10,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,,N/A,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,1,,,,,,1,,,,75,,,X,,,X,,,,,50,63,FY22/Q4,1,,,,,1,,,,,100,x,,,,,,x,,,,75,88,FY23/Q1,1,,,,,,1,,,,75,X,,,,,,,X,,,50,63,FY23/Q2,1,,,,,,,1,,,50,X,,,,,X,,,,,100,75,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,1,,,,,,1,,,,75,X,,,,,,X,,,,75,75,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,,,X,,,M.RS,,,X,,,M,0,38,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,,X,,,,M,75,88,4/9/2024,P,,,,P,,,,100,4/10/2024,,X,,,,M,X,,,,,,75,88,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
72,3,SAC,5,,10,,11,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,1,,,,,1,,,,50,x,,,,,x,,,,,100,75,FY23/Q1,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q2,1,,,,,,,1,,,50,X,,,,,X,,,,,100,75,FY23/Q3,,1,,,,,1,,,,50,X,,,,,,X,,,,75,63,FY23/Q4,1,,,,,,1,,,,75,X,,,,,,X,,,,75,75,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,,,X,,,M,,,X,,,M,0,38,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,,,X,,,M,X,,,,,,50,63,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,x,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/12/2024,,,X,,,"R,M",X,,,,,,50,75
73,3,SAC,5,,11,,12,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,1,,,,,,1,,,,75,,X,,,,X,,,,,75,75,FY23/Q2,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,,X,,,,M,,X,,,,M,50,63,1/16/2024,,1,,,,MEDIAN,1,,,,,,75,1/18/2024,,X,,,,M,X,,,,,,75,75,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,,X,,,,S,75,88
74,3,SAC,5,,12,,13,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,1,,,,,1,,,,,100,,X,,,,X,,,,,75,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,,,X,,,M,,,X,,,M,0,50,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,N1,,,M,75,4/10/2024,,X,,,,MX,X,,,,,,75,75,6/11/2024,N1,,,S,P,,,,75,6/12/2024,X,,,,,,X,,,,,,100,88
75,3,SAC,5,,13,,14,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,X,,,,,,,X,,,,M,75,75,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,N1,,,M,75,4/10/2024,X,,,,,,X,,,,,,100,88,6/11/2024,N1,,,M,P,,,,75,6/12/2024,X,,,,,,X,,,,,,100,88
76,3,SAC,5,,14,,15,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q2,,,1,,,1,,,,,50,X,,,,,X,,,,,100,75,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,,,X,,,M,,,X,,,M,0,50,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,,X,,,,R,X,,,,,,75,88,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,,X,,,,M,75,88,6/11/2024,N1,,,M,P,,,,75,6/12/2024,X,,,,,,,X,,,,M,75,75
77,3,SAC,5,,15,,16,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,,1,,,,75,,X,,,X,X,,,,,75,75,FY23/Q4,1,,,,,1,,,,,100,,X,,,,X,,,,,75,88,10/9/2023,1,,,,,,,1,,,,MED,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,N1,,,M,P,,,,75,4/10/2024,,,,,,,X,,,,,,100,88,6/11/2024,N1,,,S,P,,,,75,6/12/2024,,X,,,,M,X,,,,,,75,75
78,3,SAC,5,,16,,17,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,,1,,50,50,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,1,,,,,1,,,,,100,,X,,,X,X,,,,,75,88,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,,1,,,,RHS,1,,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,,1,,,,MEDIAN,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,N1,,,S,P,,,,75,4/10/2024,X,,,,,,X,,,,,,100,88,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
79,3,SAC,5,,17,,18,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,,1,0,0,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,,1,,,,1,,,,,75,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,FY23/Q3,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,FY23/Q4,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,10/9/2023,,1,,,,RHS,1,,,,,,75,10/4/2023,,X,,,,RS,X,,,,,,75,75,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,N1,,,S,75,4/10/2024,X,,,,,,,X,,,,S,75,75,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
80,3,SAC,5,,18,,19,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,,,1,0,,1,,50,25,FY22/Q3,1,,,,,1,,,,,100,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,10/9/2023,,1,,,,RHS,1,,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,,1,,,,RHS,1,,,,,,75,1/18/2024,,X,,,,S,X,,,,,,75,75,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,N1,,,S,P,,,,75,6/12/2024,X,,,,,,X,,,,,,100,88
81,3,SAC,5,,19,,20,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,,1,,,,1,,,,,75,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q3,,1,,,,,1,,,,50,,X,,,,X,,,,,75,63,FY23/Q4,,1,,,,1,,,,,75,,X,,,,X,,,,,75,75,10/9/2023,,1,,,,RHS,1,,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,N2,,,S,P,,,,50,4/10/2024,,,X,,,S,X,,,,,,50,50,6/11/2024,P,,,,N1,,,R,75,6/12/2024,X,,,,,,X,,,,,,100,88
82,3,SAC,5,,20,,21,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,,,,1,,,,,1,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,,X,,,,,X,,,,50,#DIV/0!,FY23/Q2,1,,,,,1,,,,,100,X,,,,,,X,,,,75,88,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,10/9/2023,,1,,,,RHS,,1,,,,RHS,50,10/4/2023,X,,,,,,X,,,,,,100,75,1/16/2024,,1,,,,RHS,,1,,,,RHS,50,1/18/2024,,X,,,,S,X,,,,,,75,63,4/9/2024,N1,,,S,P,,,,75,4/10/2024,X,,,,,,X,,,,,,100,88,6/11/2024,N1,,,S,N1,,,R,50,6/12/2024,X,,,,,,,x,,,,S,75,63
83,3,SAC,5,,21,,22,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,1,,50,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,1,,,,1,,,,,75,X,,,,,,X,,,,75,75,FY23/Q3,,1,,,,1,,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,,1,,,,1,,,,,75,,X,,,,X,,,,,75,75,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,,1,,,,RHS,75,1/18/2024,X,,,,,,,X,,,,S,75,75,4/9/2024,N1,,,S,N1,,,S,50,4/10/2024,X,,,,,,,X,,,,S,75,63,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
84,3,SAC,5,,22,,23,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,1,,50,,,1,0,25,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,,1,,50,1,,,100,75,FY22/Q3,,,,1,,,,,1,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,1,,,,,1,,,,50,X,,,,,X,,,,,100,75,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,,1,,,,1,,,1,25,,,X,,X,,X,,,X,25,25,10/9/2023,,,1,,,RHS,1,,,,,,50,10/4/2023,X,,,,,,X,,,,,,100,75,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,,,X,,X,S,50,75,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,,X,,,,"R,S,M",75,88
85,3,SAC,5,,23,,24,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,,,1,,,,,1,,#DIV/0!,,,,X,,,,,X,,#DIV/0!,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY23/Q2,,,1,,,,1,,,,25,,,X,,X,,X,,,,25,25,FY23/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q4,,,1,,,,1,,,,25,,X,,,,,,X,,,25,25,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,,1,,,,MEDIAN,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,N1,,,M,75,6/12/2024,,X,,,X,,,X,,,,M,50,63
86,3,SAC,5,,24,,25,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,,,,1,,,,,1,,#DIV/0!,X,,,,,X,,,,,100,#DIV/0!,FY22/Q4,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,x,,#DIV/0!,#DIV/0!,FY23/Q1,,,,1,,,,,1,,#DIV/0!,,,,x,,,,,X,,#DIV/0!,#DIV/0!,FY23/Q2,,,1,,,,1,,,,25,,X,,,,X,,,,,75,50,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,,,1,,,,1,,,,25,X,,,,,X,,,,,100,63,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,,X,,,X,,75,88,6/11/2024,P,,,,P,,,,100,6/12/2024,X,,,,,,X,,,,,,100,100
87,3,SAC,5,,25,,26,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,,1,,,,75,,X,,,,,X,,,,50,63,FY22/Q4,,1,,,,,1,,,,50,,,x,,,x,,,,,50,50,FY23/Q1,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY23/Q2,,,1,,,,,1,,,0,X,,,,,X,,,,,100,50,FY23/Q3,,1,,,,,1,,,,50,,X,,,,X,,,,,75,63,FY23/Q4,,,1,,,1,,,,,50,,,X,,,X,,,,,50,50,10/9/2023,,,1,,,RHS,,,1,,,RHS,0,10/4/2023,X,,,,,,X,,,,,,100,50,1/16/2024,,1,,,,RHS,1,,,,,,75,1/18/2024,X,,,,,,X,,,,,,100,88,4/9/2024,N1,,1,S,N1,,,S,50,4/10/2024,X,,,,,,X,,,,,,100,75,6/11/2024,N1,,,R,N1,,,S,50,6/12/2024,X,,,,,,X,,,,,,100,75
88,3,SAC,5,,26,,27,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,,1,,50,,,1,0,25,FY22/Q3,,1,,,,,1,,,,50,,X,,,,X,,,,,75,63,FY22/Q4,,,1,,,,,1,,,0,,,x,,,,,x,,,0,0,FY23/Q1,,1,,,,1,,,,,75,,X,,,,X,,,,,75,75,FY23/Q2,,1,,,,,,1,,,25,X,,,,,,,X,,,50,38,FY23/Q3,,,1,,,,1,,,,25,,,X,,,,X,,,,25,25,FY23/Q4,,1,,,,,,1,,,25,,X,,,,,X,,,,50,38,10/9/2023,,,1,,,RHS/MED,,1,,,,MED,25,10/4/2023,,,X,,,M,X,,,,,,50,38,1/16/2024,,1,,,,MEDIAN/RHS,,,1,,,MEDIAN/RHS,25,1/18/2024,,X,,,,M,,,X,,,M,25,25,4/9/2024,P,,,,N1,,,S,75,4/10/2024,X,,,,,,X,,,,,,100,88,6/11/2024,P,,,,N1,,,S,75,6/12/2024,X,,,,,,X,,,,,,100,88
89,3,SAC,5,,27,,28,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-5,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,,1,0,,,1,0,0,FY22/Q2,,,1,0,,,1,0,0,FY22/Q3,,1,,,,,,1,,,25,X,,,,,,,X,,,50,38,FY22/Q4,1,,,,,,,1,,,50,,,x,,,,,x,,,0,25,FY23/Q1,1,,,,,,,1,,,50,X,,,,,,,X,,,50,50,FY23/Q2,,,1,,,,,1,,,0,X,,,,,,,X,,,50,25,FY23/Q3,1,,,,,,,1,,,50,X,,,,,,,X,,,50,50,FY23/Q4,,,1,,,,,1,,,0,,X,,,,,,X,,,25,13,10/9/2023,,,,1,,,,,,1,,,#DIV/0!,10/4/2023,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,1/16/2024,,,,1,,,,,,1,,,#DIV/0!,1/18/2024,,,,X,,,,,,X,,,#DIV/0!,#DIV/0!,4/9/2024,,1,,,,1,,,#VALUE!,4/10/2024,,,,X,,,,,,X,,,#DIV/0!,#VALUE!,6/11/2024,,X,,,,X,,,#VALUE!,6/12/2024,,,,X,,,,,,X,,,#DIV/0!,#VALUE!
